QSPRID	O00222_imputed_Label	O15303_imputed_Label	P41594_imputed_Label	Q13255_imputed_Label	Q14416_imputed_Label	Q14831_imputed_Label	Q14832_imputed_Label	Q14833_imputed_Label	O00222_imputed_Prediction	O15303_imputed_Prediction	P41594_imputed_Prediction	Q13255_imputed_Prediction	Q14416_imputed_Prediction	Q14831_imputed_Prediction	Q14832_imputed_Prediction	Q14833_imputed_Prediction
tutorial_data_2551	5.070666666666667	4.955192307692307	6.922000000000001	6.286031794871795	6.82471087928465	4.75214606741573	6.044017441860466	5.833705607476635	4.856533333333333	4.964153846153845	7.7604	6.517225435897435	6.25976870342772	4.601716853932584	5.635213953488373	5.4669644859813085
tutorial_data_5266	5.070666666666667	4.955192307692307	6.461379853479853	6.286031794871795	6.23	4.75214606741573	6.044017441860466	5.833705607476635	5.070666666666667	4.955192307692307	6.461379853479853	6.286031794871795	6.890000000000001	4.75214606741573	6.044017441860466	5.833705607476635
tutorial_data_5506	5.070666666666667	4.955192307692307	6.461379853479853	6.286031794871795	6.601	4.75214606741573	6.044017441860466	5.833705607476635	5.070666666666667	4.955192307692307	6.461379853479853	6.286031794871795	6.9144000000000005	4.75214606741573	6.044017441860466	5.833705607476635
tutorial_data_4705	5.070666666666667	4.955192307692307	6.83	6.286031794871795	6.82471087928465	4.75214606741573	6.044017441860466	5.833705607476635	5.070666666666667	4.955192307692307	7.434	5.715206358974359	6.82471087928465	4.75214606741573	6.044017441860466	5.833705607476635
tutorial_data_32	5.070666666666667	4.955192307692307	5.523	6.66	6.82471087928465	4.75214606741573	6.044017441860466	5.833705607476635	5.070666666666667	4.955192307692307	5.523	7.8006	6.82471087928465	4.75214606741573	6.044017441860466	5.833705607476635
tutorial_data_5378	5.070666666666667	4.955192307692307	7.46	5.0	6.82471087928465	4.75214606741573	6.044017441860466	5.833705607476635	5.070666666666667	4.955192307692307	7.178	5.335	6.82471087928465	4.75214606741573	6.044017441860466	5.833705607476635
tutorial_data_5643	5.070666666666667	4.955192307692307	7.1	6.286031794871795	6.82471087928465	4.75214606741573	6.044017441860466	5.833705607476635	5.070666666666667	4.955192307692307	6.228	6.286031794871795	6.82471087928465	4.75214606741573	6.044017441860466	5.833705607476635
tutorial_data_1745	5.070666666666667	4.955192307692307	6.461379853479853	6.286031794871795	8.23	4.75214606741573	6.044017441860466	5.833705607476635	5.070666666666667	4.955192307692307	6.461379853479853	6.286031794871795	8.348	4.75214606741573	6.044017441860466	5.833705607476635
tutorial_data_1922	5.070666666666667	4.955192307692307	7.92	5.23	6.82471087928465	4.75214606741573	6.044017441860466	5.833705607476635	5.070666666666667	4.955192307692307	7.114	5.506	6.82471087928465	4.75214606741573	6.044017441860466	5.833705607476635
tutorial_data_4982	5.070666666666667	4.955192307692307	7.05	6.286031794871795	6.82471087928465	4.75214606741573	6.044017441860466	5.833705607476635	5.070666666666667	4.955192307692307	6.834599999999999	6.286031794871795	6.82471087928465	4.75214606741573	6.044017441860466	5.833705607476635
tutorial_data_7018	5.070666666666667	4.955192307692307	5.0	6.286031794871795	6.82471087928465	4.75214606741573	6.044017441860466	5.833705607476635	5.070666666666667	4.955192307692307	5.872199999999999	5.828825435897437	6.82471087928465	4.75214606741573	6.044017441860466	5.833705607476635
tutorial_data_4848	5.070666666666667	4.955192307692307	7.54	6.286031794871795	6.82471087928465	4.75214606741573	6.044017441860466	5.833705607476635	5.070666666666667	4.955192307692307	8.2006	6.286031794871795	6.82471087928465	4.75214606741573	6.044017441860466	5.833705607476635
tutorial_data_6177	5.070666666666667	4.955192307692307	6.461379853479853	6.286031794871795	6.82471087928465	3.155	6.044017441860466	5.833705607476635	5.070666666666667	5.044153846153845	6.010503882783882	5.172412717948719	6.385800000000001	4.75214606741573	6.539213953488373	4.965823364485981
tutorial_data_969	5.070666666666667	4.955192307692307	6.461379853479853	6.286031794871795	6.58	4.75214606741573	6.044017441860466	5.833705607476635	5.070666666666667	4.955192307692307	6.461379853479853	6.286031794871795	6.646000000000001	4.75214606741573	6.044017441860466	5.833705607476635
tutorial_data_4093	5.070666666666667	4.955192307692307	6.62	6.286031794871795	6.82471087928465	4.75214606741573	6.044017441860466	5.833705607476635	5.070666666666667	4.955192307692307	6.45	6.286031794871795	6.82471087928465	4.75214606741573	6.044017441860466	5.833705607476635
tutorial_data_6352	5.070666666666667	4.955192307692307	6.461379853479853	5.52	3.6	4.75214606741573	6.044017441860466	5.833705607476635	4.856533333333334	4.964153846153846	6.878675970695971	6.302019076923078	5.53128435171386	4.601716853932584	5.077606976744186	5.466964485981308
tutorial_data_694	5.070666666666667	4.955192307692307	6.461379853479853	5.29	6.82471087928465	4.75214606741573	6.044017441860466	5.833705607476635	5.070666666666667	4.955192307692307	6.461379853479853	5.6972000000000005	6.82471087928465	4.75214606741573	6.044017441860466	5.833705607476635
tutorial_data_6703	5.070666666666667	4.955192307692307	7.8	6.286031794871795	6.82471087928465	4.75214606741573	6.044017441860466	5.833705607476635	5.070666666666667	4.955192307692307	6.0958	6.286031794871795	6.82471087928465	4.75214606741573	6.044017441860466	5.833705607476635
tutorial_data_5736	5.070666666666667	4.955192307692307	7.68	6.286031794871795	6.82471087928465	4.75214606741573	6.044017441860466	5.833705607476635	4.856533333333333	4.964153846153845	7.525	6.517225435897435	6.25976870342772	4.601716853932584	5.635213953488373	5.4669644859813085
tutorial_data_309	5.070666666666667	4.955192307692307	6.461379853479853	6.286031794871795	6.53	4.75214606741573	6.044017441860466	5.833705607476635	5.070666666666667	4.955192307692307	6.461379853479853	6.286031794871795	6.7021999999999995	4.75214606741573	6.044017441860466	5.833705607476635
tutorial_data_473	5.070666666666667	4.955192307692307	6.461379853479853	6.286031794871795	6.24	4.75214606741573	6.044017441860466	5.833705607476635	5.070666666666667	4.955192307692307	6.461379853479853	6.286031794871795	5.9592	4.75214606741573	6.044017441860466	5.833705607476635
tutorial_data_894	5.070666666666667	4.955192307692307	7.57	6.05	6.82471087928465	4.75214606741573	6.044017441860466	5.833705607476635	5.070666666666667	4.955192307692307	7.3544	6.113200000000001	6.82471087928465	4.75214606741573	6.044017441860466	5.833705607476635
tutorial_data_4066	5.070666666666667	4.955192307692307	6.807	6.286031794871795	6.82471087928465	4.75214606741573	6.044017441860466	5.833705607476635	5.070666666666667	4.955192307692307	6.6138	6.286031794871795	6.82471087928465	4.75214606741573	6.044017441860466	5.833705607476635
tutorial_data_3941	5.070666666666667	4.955192307692307	6.461379853479853	6.286031794871795	7.85	4.75214606741573	6.044017441860466	5.833705607476635	5.070666666666667	4.955192307692307	6.461379853479853	6.286031794871795	7.786	4.75214606741573	6.044017441860466	5.833705607476635
tutorial_data_6627	5.070666666666667	4.955192307692307	6.461379853479853	6.286031794871795	6.82471087928465	4.75214606741573	6.044017441860466	5.34	4.856533333333333	5.153715384615384	7.148827912087912	6.517225435897435	6.25976870342772	4.601716853932584	5.635213953488373	5.762941121495326
tutorial_data_3989	5.070666666666667	4.955192307692307	6.461379853479853	6.286031794871795	7.92	4.75214606741573	6.044017441860466	5.833705607476635	5.070666666666667	4.955192307692307	6.461379853479853	6.286031794871795	8.366	4.75214606741573	6.044017441860466	5.833705607476635
tutorial_data_4902	5.070666666666667	4.955192307692307	6.461379853479853	6.286031794871795	7.73	4.75214606741573	6.044017441860466	5.833705607476635	5.070666666666667	4.955192307692307	6.461379853479853	6.286031794871795	8.104	4.75214606741573	6.044017441860466	5.833705607476635
tutorial_data_6183	5.070666666666667	4.955192307692307	5.72	5.18	6.82471087928465	4.75214606741573	6.044017441860466	5.833705607476635	5.178400000000001	5.039115384615384	5.3192	5.531012717948718	4.882284351713861	4.515287640449438	5.166210465116279	4.818482242990654
tutorial_data_4619	5.070666666666667	4.955192307692307	6.8	6.286031794871795	6.82471087928465	4.75214606741573	6.044017441860466	5.833705607476635	5.070666666666667	4.955192307692307	6.619999999999999	6.286031794871795	6.82471087928465	4.75214606741573	6.044017441860466	5.833705607476635
tutorial_data_2656	5.070666666666667	4.955192307692307	6.461379853479853	6.286031794871795	6.82471087928465	4.75214606741573	6.044017441860466	8.332	4.9611333333333345	5.058315384615384	6.073703882783883	5.933425435897437	6.36436870342772	4.75214606741573	6.044017441860466	7.667199999999999
tutorial_data_6253	5.15	4.84	6.461379853479853	6.286031794871795	6.82471087928465	4.05	6.044017441860466	5.21	5.4859333333333336	5.311715384615384	6.023103882783883	5.583619076923077	4.724942175856929	4.534716853932584	5.711813953488372	5.215082242990654
tutorial_data_5411	5.070666666666667	4.955192307692307	6.461379853479853	6.286031794871795	6.82471087928465	4.75214606741573	6.044017441860466	5.0	5.070666666666667	4.955192307692307	6.461379853479853	6.286031794871795	6.82471087928465	4.75214606741573	6.044017441860466	6.444
tutorial_data_1549	5.070666666666667	4.955192307692307	6.461379853479853	6.1	6.82471087928465	4.75214606741573	6.044017441860466	5.833705607476635	5.070666666666667	4.955192307692307	6.461379853479853	6.0600000000000005	6.82471087928465	4.75214606741573	6.044017441860466	5.833705607476635
tutorial_data_7778	5.070666666666667	4.955192307692307	8.0	6.286031794871795	6.82471087928465	4.75214606741573	6.044017441860466	5.833705607476635	5.070666666666667	4.955192307692307	8.202	6.286031794871795	6.82471087928465	4.75214606741573	6.044017441860466	5.833705607476635
tutorial_data_1485	5.070666666666667	4.955192307692307	3.3280000000000003	6.286031794871795	6.82471087928465	4.75214606741573	6.044017441860466	5.833705607476635	5.070666666666667	5.144753846153845	6.490103882783882	6.286031794871795	6.82471087928465	4.75214606741573	6.044017441860466	6.243341121495327
tutorial_data_6550	5.070666666666667	4.955192307692307	5.57	6.286031794871795	6.82471087928465	4.75214606741573	6.044017441860466	5.833705607476635	5.070666666666667	4.955192307692307	5.586	6.286031794871795	6.82471087928465	4.75214606741573	6.044017441860466	5.833705607476635
tutorial_data_7396	5.070666666666667	4.955192307692307	6.08	5.0	6.82471087928465	4.75214606741573	6.044017441860466	5.833705607476635	5.070666666666667	4.955192307692307	7.236	5.554	6.82471087928465	4.75214606741573	6.044017441860466	5.833705607476635
tutorial_data_4877	5.070666666666667	4.955192307692307	5.0	6.286031794871795	6.82471087928465	4.75214606741573	6.044017441860466	5.833705607476635	5.070666666666667	5.144753846153845	6.58627597069597	5.8288254358974365	6.82471087928465	4.75214606741573	6.044017441860466	6.273764485981308
tutorial_data_425	5.070666666666667	4.955192307692307	7.335	6.286031794871795	6.82471087928465	4.75214606741573	6.044017441860466	5.833705607476635	4.856533333333333	5.153715384615383	7.366551941391942	6.517225435897437	6.25976870342772	4.601716853932584	5.635213953488372	5.9862822429906535
tutorial_data_1172	5.070666666666667	4.955192307692307	6.461379853479853	6.286031794871795	5.11	4.75214606741573	6.044017441860466	5.833705607476635	5.070666666666667	4.955192307692307	6.461379853479853	6.286031794871795	5.877000000000001	4.75214606741573	6.044017441860466	5.833705607476635
tutorial_data_146	5.070666666666667	4.955192307692307	5.523	7.28	6.82471087928465	4.75214606741573	6.044017441860466	5.833705607476635	5.070666666666667	4.955192307692307	5.710675970695971	7.28160635897436	6.82471087928465	4.75214606741573	6.044017441860466	5.833705607476635
tutorial_data_3070	5.070666666666667	4.955192307692307	6.461379853479853	6.286031794871795	6.82471087928465	4.75214606741573	6.044017441860466	5.94	5.070666666666667	4.955192307692307	6.461379853479853	6.286031794871795	6.82471087928465	4.75214606741573	6.044017441860466	5.882
tutorial_data_6788	5.070666666666667	4.955192307692307	7.72	6.286031794871795	6.82471087928465	4.75214606741573	6.044017441860466	5.833705607476635	5.070666666666667	4.955192307692307	7.4552000000000005	6.286031794871795	6.82471087928465	4.75214606741573	6.044017441860466	5.833705607476635
tutorial_data_533	5.070666666666667	4.955192307692307	7.827999999999999	6.286031794871795	6.82471087928465	4.75214606741573	6.044017441860466	5.833705607476635	5.070666666666667	4.955192307692307	6.0334	6.286031794871795	6.82471087928465	4.75214606741573	6.044017441860466	5.833705607476635
tutorial_data_1894	5.070666666666667	4.955192307692307	6.461379853479853	7.46	6.82471087928465	4.75214606741573	6.044017441860466	5.833705607476635	5.070666666666667	4.955192307692307	6.440503882783882	6.9108	6.45976870342772	4.801716853932584	6.044017441860466	5.666964485981309
tutorial_data_5247	5.070666666666667	4.955192307692307	6.461379853479853	6.286031794871795	6.72	4.75214606741573	6.044017441860466	5.833705607476635	5.070666666666667	4.955192307692307	6.461379853479853	6.286031794871795	6.9239999999999995	4.75214606741573	6.044017441860466	5.833705607476635
tutorial_data_643	5.070666666666667	4.955192307692307	6.461379853479853	3.301	4.4	4.75214606741573	6.044017441860466	5.833705607476635	4.856533333333334	5.053115384615384	6.962551941391942	6.2600190769230775	5.707884351713861	4.601716853932584	5.5464104651162796	4.96582336448598
tutorial_data_803	5.070666666666667	4.955192307692307	6.461379853479853	6.286031794871795	6.23	4.75214606741573	6.044017441860466	5.833705607476635	5.070666666666667	4.955192307692307	6.461379853479853	6.286031794871795	6.2582	4.75214606741573	6.044017441860466	5.833705607476635
tutorial_data_7433	5.070666666666667	4.955192307692307	6.77	6.286031794871795	6.82471087928465	4.75214606741573	6.044017441860466	5.833705607476635	5.070666666666667	4.955192307692307	7.316275970695971	6.286031794871795	6.82471087928465	4.75214606741573	6.044017441860466	5.750564485981308
tutorial_data_6594	5.070666666666667	4.955192307692307	5.071000000000001	6.286031794871795	6.82471087928465	4.75214606741573	6.044017441860466	5.833705607476635	5.070666666666667	4.955192307692307	5.831599999999999	6.286031794871795	6.82471087928465	4.75214606741573	6.044017441860466	5.833705607476635
tutorial_data_4969	5.070666666666667	4.955192307692307	7.601	6.286031794871795	6.82471087928465	4.75214606741573	6.044017441860466	5.833705607476635	5.070666666666667	4.955192307692307	8.170000000000002	6.286031794871795	6.82471087928465	4.75214606741573	6.044017441860466	5.833705607476635
tutorial_data_7003	5.070666666666667	4.955192307692307	6.99	6.286031794871795	6.82471087928465	4.75214606741573	6.044017441860466	5.833705607476635	5.070666666666667	4.955192307692307	5.92	6.286031794871795	6.82471087928465	4.75214606741573	6.044017441860466	5.833705607476635
tutorial_data_8215	5.070666666666667	4.955192307692307	6.461379853479853	6.286031794871795	6.82471087928465	4.75214606741573	6.044017441860466	7.189	4.856533333333333	4.964153846153845	6.761103882783883	6.517225435897435	6.25976870342772	4.601716853932584	5.635213953488373	5.555400000000001
tutorial_data_260	5.070666666666667	4.955192307692307	6.5	6.286031794871795	6.82471087928465	4.75214606741573	6.044017441860466	5.833705607476635	5.070666666666667	4.955192307692307	6.859999999999999	6.286031794871795	6.82471087928465	4.75214606741573	6.044017441860466	5.833705607476635
tutorial_data_3188	5.070666666666667	4.955192307692307	6.461379853479853	6.286031794871795	7.39	4.75214606741573	6.044017441860466	5.833705607476635	5.070666666666667	4.955192307692307	6.461379853479853	6.286031794871795	7.487	4.75214606741573	6.044017441860466	5.833705607476635
tutorial_data_5665	5.070666666666667	4.955192307692307	6.461379853479853	6.286031794871795	6.82471087928465	4.75214606741573	6.044017441860466	5.93	4.856533333333333	4.964153846153845	6.761103882783883	6.517225435897437	6.25976870342772	4.601716853932584	5.635213953488372	6.069999999999999
tutorial_data_2734	5.070666666666667	4.955192307692307	6.461379853479853	6.286031794871795	8.57	4.75214606741573	6.044017441860466	5.833705607476635	5.070666666666667	4.955192307692307	6.461379853479853	6.286031794871795	8.214	4.75214606741573	6.044017441860466	5.833705607476635
tutorial_data_1798	5.070666666666667	4.955192307692307	6.461379853479853	6.286031794871795	5.8	4.75214606741573	6.044017441860466	5.833705607476635	5.070666666666667	4.955192307692307	6.461379853479853	6.286031794871795	5.676599999999999	4.75214606741573	5.815813953488372	5.833705607476635
tutorial_data_6172	5.070666666666667	4.955192307692307	6.461379853479853	6.286031794871795	6.962999999999999	4.75214606741573	6.7	5.833705607476635	5.696533333333334	4.955192307692307	6.461379853479853	5.8288254358974365	7.45094217585693	4.75214606741573	6.539213953488373	5.4669644859813085
tutorial_data_2616	5.070666666666667	4.955192307692307	6.461379853479853	6.286031794871795	7.78	4.75214606741573	6.044017441860466	5.833705607476635	4.856533333333334	5.153715384615384	6.962551941391942	6.517225435897437	6.2608265275707895	4.601716853932584	5.426410465116279	5.907023364485981
tutorial_data_611	5.070666666666667	4.955192307692307	7.72	6.191	6.82471087928465	4.75214606741573	6.044017441860466	5.833705607476635	5.070666666666667	4.955192307692307	7.3824	6.1610000000000005	6.82471087928465	4.75214606741573	6.044017441860466	5.833705607476635
tutorial_data_6822	5.070666666666667	4.955192307692307	6.461379853479853	5.0	6.82471087928465	4.75214606741573	6.044017441860466	5.833705607476635	5.070666666666667	4.955192307692307	6.461379853479853	5.507	6.82471087928465	4.75214606741573	6.044017441860466	5.833705607476635
tutorial_data_38	5.070666666666667	4.955192307692307	5.523	8.09	6.82471087928465	4.75214606741573	6.044017441860466	5.833705607476635	5.070666666666667	4.955192307692307	5.523	7.5852	6.82471087928465	4.75214606741573	6.044017441860466	5.833705607476635
tutorial_data_5011	5.070666666666667	4.955192307692307	6.461379853479853	4.0	6.82471087928465	4.75214606741573	6.044017441860466	5.833705607476635	5.070666666666667	4.955192307692307	4.204	6.422	6.82471087928465	4.75214606741573	6.044017441860466	5.833705607476635
tutorial_data_4367	5.070666666666667	4.955192307692307	6.461379853479853	6.286031794871795	6.82471087928465	4.75214606741573	6.044017441860466	6.78	5.070666666666667	4.955192307692307	6.461379853479853	6.286031794871795	6.82471087928465	4.75214606741573	6.044017441860466	6.444
tutorial_data_3141	5.070666666666667	4.955192307692307	7.36	7.82	6.82471087928465	4.75214606741573	6.044017441860466	5.833705607476635	5.070666666666667	4.955192307692307	6.595999999999999	6.593999999999999	6.82471087928465	4.75214606741573	6.044017441860466	5.833705607476635
tutorial_data_4698	5.070666666666667	4.955192307692307	7.303	6.286031794871795	6.82471087928465	4.75214606741573	6.044017441860466	5.833705607476635	5.070666666666667	4.955192307692307	7.779999999999999	6.286031794871795	6.82471087928465	4.75214606741573	6.044017441860466	5.833705607476635
tutorial_data_5581	5.070666666666667	4.955192307692307	6.461379853479853	6.286031794871795	7.82	4.75214606741573	6.044017441860466	5.833705607476635	5.070666666666667	4.955192307692307	6.461379853479853	6.286031794871795	7.771000000000001	4.75214606741573	6.044017441860466	5.833705607476635
tutorial_data_1489	5.070666666666667	4.955192307692307	6.58	6.286031794871795	6.82471087928465	4.75214606741573	6.044017441860466	5.833705607476635	5.070666666666667	4.955192307692307	6.098000000000001	6.286031794871795	6.82471087928465	4.75214606741573	6.044017441860466	5.833705607476635
tutorial_data_1494	5.070666666666667	4.955192307692307	7.33	6.286031794871795	6.82471087928465	4.75214606741573	6.044017441860466	5.833705607476635	5.070666666666667	4.955192307692307	7.529999999999999	6.286031794871795	6.82471087928465	4.75214606741573	6.044017441860466	5.833705607476635
tutorial_data_4294	5.070666666666667	4.955192307692307	6.461379853479853	6.27	6.82471087928465	4.75214606741573	6.044017441860466	5.833705607476635	5.070666666666667	4.955192307692307	6.076827912087912	7.2581999999999995	6.82471087928465	4.75214606741573	6.044017441860466	5.833705607476635
tutorial_data_6982	5.070666666666667	4.955192307692307	6.461379853479853	6.286031794871795	6.82471087928465	4.75214606741573	6.044017441860466	6.62	5.070666666666667	4.955192307692307	6.461379853479853	6.286031794871795	6.82471087928465	4.75214606741573	6.044017441860466	6.359999999999999
tutorial_data_5362	5.070666666666667	4.955192307692307	6.461379853479853	6.286031794871795	6.82471087928465	4.75214606741573	6.044017441860466	5.0	5.070666666666667	4.955192307692307	6.461379853479853	6.286031794871795	6.82471087928465	4.75214606741573	6.044017441860466	5.0604
tutorial_data_8123	5.070666666666667	4.955192307692307	6.461379853479853	6.286031794871795	6.82471087928465	4.75214606741573	6.044017441860466	5.747999999999999	5.070666666666667	4.955192307692307	6.461379853479853	6.286031794871795	6.82471087928465	4.75214606741573	6.044017441860466	5.6248000000000005
tutorial_data_6991	5.070666666666667	4.955192307692307	6.461379853479853	6.286031794871795	6.82471087928465	4.75214606741573	6.044017441860466	6.13	5.070666666666667	4.955192307692307	6.461379853479853	6.286031794871795	6.82471087928465	4.75214606741573	6.044017441860466	6.76
tutorial_data_7493	5.070666666666667	4.955192307692307	7.18	6.286031794871795	6.82471087928465	4.75214606741573	6.044017441860466	5.833705607476635	5.070666666666667	4.955192307692307	5.926	6.286031794871795	6.82471087928465	4.75214606741573	6.044017441860466	5.833705607476635
tutorial_data_7527	5.070666666666667	4.955192307692307	6.01	6.286031794871795	6.82471087928465	4.75214606741573	6.044017441860466	5.833705607476635	5.070666666666667	4.955192307692307	6.4434	6.286031794871795	6.82471087928465	4.75214606741573	6.044017441860466	5.833705607476635
tutorial_data_4352	5.070666666666667	4.955192307692307	6.42	6.286031794871795	6.82471087928465	4.75214606741573	6.044017441860466	5.833705607476635	5.070666666666667	4.955192307692307	6.3422	6.286031794871795	6.82471087928465	4.75214606741573	6.044017441860466	5.833705607476635
tutorial_data_2149	5.070666666666667	4.955192307692307	7.21	6.286031794871795	6.82471087928465	4.75214606741573	6.044017441860466	5.833705607476635	5.070666666666667	4.955192307692307	7.025999999999999	6.286031794871795	6.82471087928465	4.75214606741573	6.044017441860466	5.833705607476635
tutorial_data_5127	5.070666666666667	4.955192307692307	6.461379853479853	6.286031794871795	6.03	4.75214606741573	6.044017441860466	5.833705607476635	5.070666666666667	4.955192307692307	6.461379853479853	6.286031794871795	7.159000000000001	4.75214606741573	6.044017441860466	5.833705607476635
tutorial_data_5512	5.070666666666667	4.955192307692307	6.158	6.286031794871795	6.82471087928465	4.75214606741573	6.044017441860466	5.833705607476635	5.070666666666667	4.955192307692307	6.5128	6.286031794871795	6.82471087928465	4.75214606741573	6.044017441860466	5.833705607476635
tutorial_data_886	5.070666666666667	4.955192307692307	7.56	6.286031794871795	6.82471087928465	4.75214606741573	6.044017441860466	5.833705607476635	4.856533333333334	4.964153846153846	7.313599999999999	6.517225435897437	6.25976870342772	4.601716853932584	5.635213953488372	5.466964485981308
tutorial_data_3994	5.070666666666667	4.955192307692307	6.461379853479853	6.286031794871795	7.71	4.75214606741573	6.044017441860466	5.833705607476635	5.070666666666667	4.955192307692307	6.461379853479853	6.286031794871795	7.872000000000002	4.75214606741573	6.044017441860466	5.833705607476635
tutorial_data_3485	5.070666666666667	4.955192307692307	6.9	6.286031794871795	6.82471087928465	4.75214606741573	6.044017441860466	5.833705607476635	5.070666666666667	4.955192307692307	7.2665999999999995	6.286031794871795	6.82471087928465	4.75214606741573	6.044017441860466	5.833705607476635
tutorial_data_4925	5.070666666666667	4.955192307692307	6.0	6.286031794871795	6.82471087928465	4.75214606741573	6.044017441860466	5.833705607476635	5.070666666666667	4.955192307692307	5.4376	6.286031794871795	6.82471087928465	4.75214606741573	6.044017441860466	5.833705607476635
tutorial_data_7730	5.070666666666667	4.955192307692307	6.461379853479853	6.17	6.82471087928465	4.75214606741573	6.044017441860466	5.833705607476635	5.070666666666667	4.955192307692307	6.461379853479853	6.946000000000001	6.82471087928465	4.75214606741573	6.044017441860466	5.833705607476635
tutorial_data_4791	5.070666666666667	4.955192307692307	5.0	6.286031794871795	6.82471087928465	4.75214606741573	6.044017441860466	5.833705607476635	4.856533333333334	4.964153846153846	7.0642	6.517225435897437	6.25976870342772	4.601716853932584	5.635213953488372	5.466964485981308
tutorial_data_2077	5.070666666666667	4.955192307692307	6.461379853479853	8.4	6.82471087928465	4.75214606741573	6.044017441860466	5.833705607476635	5.070666666666667	4.955192307692307	6.076827912087912	8.238	6.82471087928465	4.75214606741573	6.044017441860466	5.833705607476635
tutorial_data_4611	5.070666666666667	4.955192307692307	6.6	6.286031794871795	6.82471087928465	4.75214606741573	6.044017441860466	5.833705607476635	5.070666666666667	4.955192307692307	6.68	6.286031794871795	6.82471087928465	4.75214606741573	6.044017441860466	5.833705607476635
tutorial_data_2578	5.070666666666667	4.955192307692307	5.19	6.286031794871795	6.82471087928465	4.75214606741573	6.044017441860466	5.833705607476635	4.856533333333333	4.964153846153845	5.9159999999999995	6.517225435897435	6.25976870342772	4.601716853932584	5.635213953488373	5.4669644859813085
tutorial_data_7041	5.070666666666667	4.955192307692307	4.523	6.286031794871795	6.82471087928465	4.75214606741573	6.044017441860466	5.833705607476635	5.070666666666667	4.955192307692307	5.9186	6.286031794871795	6.82471087928465	4.75214606741573	6.044017441860466	5.833705607476635
